,gep01,gep02,gep03,gep04,gep05,gep06,gep07,gep08,gep09,gep10,gep11,gep12,gep13,gep14,gep15,gep16,gep17,gep18,gep19,gep20,gep21,gep22,gep23,gep24,gep25,gep26,gep27,gep28,gep29,gep30
gep01,1.199109171785806,3.494669162488171,1.1729724918921407,1.1729210569121378,1.1741487135488768,1.1725799859637402,2.687438660425761,1.1731414427525944,1.1726634603059318,8.40593217205408,1.172688134589301,1.2116805919722455,1.1803425491604516,1.1727514564908916,1.1729719075626959,1.643342280763086,1.1732351342997098,1.2068482848805149,1.1731401403311617,1.186206813611952,40.531349341479114,3.0204322224119378,1.1726163821599267,7.8812984718139365,1.2446469407857046,1.1728439724654298,1.1727701611754038,1.1727035737667055,1.1729391415822104,2.238492359049561
gep02,1.5502269080459816,1.6094853986800335,1.5507118642935889,1.5508476476652406,1.550709689765857,1.5506730497138423,1.550072625595408,1.5505247919038354,1.5497416981154417,2.4702025516301997,1.5503616670805507,1.5499635373638023,1.5506738482517413,1.550490169833042,1.5502192714606695,1.5503472467413792,1.5505016589829013,1.5506326809760216,1.5503380977308616,1.550436865833854,14.110918814165062,1.5608403877771146,1.5501545315337575,2.2529558117650224,1.5497313779270532,1.5505705314906655,1.5503977906988795,1.550284904018845,1.5502337333609815,1.557510523481467
gep03,2.87348307763339,11.753907947438746,1.1328178462270737,0.8685260006128187,1.4502613352263563,0.7990634707810321,11.29405639272922,1.908079353899069,0.787099554826163,25.482080632004852,1.4274709259565745,3.219155364031702,1.954472015003339,0.793297335697168,1.4230978889013424,5.596365907746567,0.7874267354667188,2.8228826601167776,1.8623243473254236,2.4486580598393033,76.84980086643182,10.435101657678421,1.8093551499640128,22.81243914562304,3.668089960667677,1.1172031268489138,1.0747740471885046,1.1445276096389962,0.7870065654801064,6.465526569306183
gep04,2.87348307763339,11.753907947438746,1.1328178462270737,0.8685260006128187,1.4502613352263563,0.7990634707810321,11.29405639272922,1.908079353899069,0.787099554826163,25.482080632004852,1.4274709259565745,3.219155364031702,1.954472015003339,0.793297335697168,1.4230978889013424,5.596365907746567,0.7874267354667188,2.8228826601167776,1.8623243473254236,2.4486580598393033,76.84980086643182,10.435101657678421,1.8093551499640128,22.81243914562304,3.668089960667677,1.1172031268489138,1.0747740471885046,1.1445276096389962,0.7870065654801064,6.465526569306183
gep05,1.19947076142534,3.7535006362666246,1.1717969307755263,1.172099440489304,1.173317645140955,1.1716817166140907,2.95840795417209,1.1725439022326183,1.1713584525764245,9.804599869083825,1.17198030297623,1.2127454506714195,1.1801628907630146,1.1721253302015928,1.1721928620258888,1.6764736515103955,1.1722446798976864,1.2073318460360987,1.1721210346507656,1.1862462737255626,45.997471157765084,3.2395156410929973,1.1721281563528265,8.857380704329524,1.2471658793092424,1.171908745527793,1.1718991540545514,1.1718933898399038,1.1718946387888316,2.2952151946802446
gep06,2.87348307763339,11.753907947438746,1.1328178462270737,0.8685260006128187,1.4502613352263563,0.7990634707810321,11.29405639272922,1.908079353899069,0.787099554826163,25.482080632004852,1.4274709259565745,3.219155364031702,1.954472015003339,0.793297335697168,1.4230978889013424,5.596365907746567,0.7874267354667188,2.8228826601167776,1.8623243473254236,2.4486580598393033,76.84980086643182,10.435101657678421,1.8093551499640128,22.81243914562304,3.668089960667677,1.1172031268489138,1.0747740471885046,1.1445276096389962,0.7870065654801064,6.465526569306183
gep07,1.548765431455467,1.6103967060940454,1.5500361729954948,1.5499308756712673,1.5501631344942846,1.5495071922874601,1.5495785306248053,1.5493651024913073,1.549589564520131,2.55454603376852,1.5493686460094511,1.5493044056291407,1.549058706267173,1.5493703990782228,1.5498827355020264,1.5498509008616324,1.5499928961715175,1.5495102972358896,1.5497330485643412,1.5494943339952072,17.195514006847127,1.5603102014761225,1.5493658284623064,2.34532426627818,1.5486673992590425,1.54973243129795,1.5492465962725337,1.5493543298822183,1.5499010546879892,1.5559809479495892
gep08,1.19947076142534,3.7535006362666246,1.1717969307755263,1.172099440489304,1.173317645140955,1.1716817166140907,2.95840795417209,1.1725439022326183,1.1713584525764245,9.804599869083825,1.17198030297623,1.2127454506714195,1.1801628907630146,1.1721253302015928,1.1721928620258888,1.6764736515103955,1.1722446798976864,1.2073318460360987,1.1721210346507656,1.1862462737255626,45.997471157765084,3.2395156410929973,1.1721281563528265,8.857380704329524,1.2471658793092424,1.171908745527793,1.1718991540545514,1.1718933898399038,1.1718946387888316,2.2952151946802446
gep09,2.87348307763339,11.753907947438746,1.1328178462270737,0.8685260006128187,1.4502613352263563,0.7990634707810321,11.29405639272922,1.908079353899069,0.787099554826163,25.482080632004852,1.4274709259565745,3.219155364031702,1.954472015003339,0.793297335697168,1.4230978889013424,5.596365907746567,0.7874267354667188,2.8228826601167776,1.8623243473254236,2.4486580598393033,76.84980086643182,10.435101657678421,1.8093551499640128,22.81243914562304,3.668089960667677,1.1172031268489138,1.0747740471885046,1.1445276096389962,0.7870065654801064,6.465526569306183
gep10,1.9253402697329733,1.9256406835982425,1.9257324713040354,1.9256575663952111,1.9256552402675897,1.9258321774108946,1.9246658433057968,1.925767628113446,1.9254133108703697,1.9248714261472846,1.9247942089786054,1.9249911307073557,1.9251799432746084,1.9258891823231665,1.925309366240533,1.925414908099534,1.9258677131223085,1.9256724307952677,1.9254122388129888,1.9255615837197821,4.263530548845913,1.9253960790247042,1.9255732372173846,1.9251354802957992,1.9254869908712233,1.9255966654769296,1.925429134063498,1.925913684557571,1.925626853183031,1.9259517883022406
